GameID,Week,Day,DateStamp,Vteam,VQ1,VQ2,VQ3,VQ4,Year,Hteam,HQ1,HQ2,HQ3,HQ4,Date,Time,Winner/tie,Unnamed: 18,Loser/tie
201010240atl,7,Sun,2010-10-24,Bengals,3,0,22,7,2010,Falcons,7,17,0,15,10/24/2010,1:05PM,Atlanta Falcons,,Cincinnati Bengals
201010240sea,7,Sun,2010-10-24,Cardinals,0,0,7,3,2010,Seahawks,3,7,9,3,10/24/2010,4:06PM,Seattle Seahawks,,Arizona Cardinals
201010240sdg,7,Sun,2010-10-24,Patriots,7,6,7,3,2010,Chargers,3,0,0,17,10/24/2010,4:15PM,New England Patriots,@,San Diego Chargers
201010240den,7,Sun,2010-10-24,Raiders,24,14,21,0,2010,Broncos,0,7,7,0,10/24/2010,4:15PM,Oakland Raiders,@,Denver Broncos
201010240gnb,7,Sun,2010-10-24,Vikings,7,10,7,0,2010,Packers,7,7,14,0,10/24/2010,8:30PM,Green Bay Packers,,Minnesota Vikings
201010250dal,7,Mon,2010-10-25,Giants,7,17,14,3,2010,Cowboys,10,10,0,15,10/25/2010,8:41PM,New York Giants,@,Dallas Cowboys
201010310ram,8,Sun,2010-10-31,Panthers,0,3,0,7,2010,Rams,0,10,0,10,10/31/2010,1:00PM,St. Louis Rams,,Carolina Panthers
201010310det,8,Sun,2010-10-31,Redskins,0,13,0,12,2010,Lions,0,7,7,23,10/31/2010,1:02PM,Detroit Lions,,Washington Redskins
201010310nyj,8,Sun,2010-10-31,Packers,3,0,0,6,2010,Jets,0,0,0,0,10/31/2010,1:03PM,Green Bay Packers,@,New York Jets
201010310dal,8,Sun,2010-10-31,Jaguars,7,7,14,7,2010,Cowboys,3,0,0,14,10/31/2010,1:05PM,Jacksonville Jaguars,@,Dallas Cowboys
201010310cin,8,Sun,2010-10-31,Dolphins,3,9,3,7,2010,Bengals,7,7,0,0,10/31/2010,1:06PM,Miami Dolphins,@,Cincinnati Bengals
201010310sfo,8,Sun,2010-10-31,Broncos,0,0,7,9,2010,49ers,3,0,0,21,10/31/2010,1:07PM,San Francisco 49ers,,Denver Broncos
201010310kan,8,Sun,2010-10-31,Bills,0,0,3,7,2010,Chiefs,0,7,0,3,10/31/2010,1:08PM,Kansas City Chiefs,,Buffalo Bills
201010310sdg,8,Sun,2010-10-31,Titans,5,14,0,6,2010,Chargers,7,7,10,9,10/31/2010,4:05PM,San Diego Chargers,,Tennessee Titans
201010310nwe,8,Sun,2010-10-31,Vikings,0,7,3,8,2010,Patriots,0,7,14,7,10/31/2010,4:15PM,Tampa Bay Buccaneers,@,Arizona Cardinals
201010310crd,8,Sun,2010-10-31,Buccaneers,7,17,7,7,2010,Cardinals,7,7,14,7,10/31/2010,4:15PM,New England Patriots,,Minnesota Vikings
201010310rai,8,Sun,2010-10-31,Seahawks,0,0,0,3,2010,Raiders,3,7,3,20,10/31/2010,4:15PM,Oakland Raiders,,Seattle Seahawks
201010310nor,8,Sun,2010-10-31,Steelers,0,3,0,7,2010,Saints,0,3,3,14,10/31/2010,8:30PM,New Orleans Saints,,Pittsburgh Steelers
201011010clt,8,Mon,2010-11-01,Texans,0,3,7,7,2010,Colts,7,10,10,3,11/1/2010,8:41PM,Indianapolis Colts,,Houston Texans
201011070atl,9,Sun,2010-11-07,Buccaneers,0,14,7,0,2010,Falcons,7,10,10,0,11/7/2010,1:02PM,Chicago Bears,@,Buffalo Bills
201011070htx,9,Sun,2010-11-07,Chargers,14,0,7,8,2010,Texans,10,10,3,0,11/7/2010,1:02PM,Baltimore Ravens,,Miami Dolphins
201011070rav,9,Sun,2010-11-07,Dolphins,7,3,0,0,2010,Ravens,7,6,7,6,11/7/2010,1:02PM,Atlanta Falcons,,Tampa Bay Buccaneers
201011070buf,9,Sun,2010-11-07,Bears,0,7,7,8,2010,Bills,0,7,6,6,11/7/2010,1:02PM,San Diego Chargers,@,Houston Texans
201011070cle,9,Sun,2010-11-07,Patriots,0,7,0,7,2010,Browns,10,7,7,10,11/7/2010,1:02PM,Cleveland Browns,,New England Patriots
201011070det,9,Sun,2010-11-07,Jets,0,10,0,10,2010,Lions,7,0,6,7,11/7/2010,1:03PM,New York Jets,@,Detroit Lions
201011070car,9,Sun,2010-11-07,Saints,7,10,10,7,2010,Panthers,3,0,0,0,11/7/2010,1:04PM,New Orleans Saints,@,Carolina Panthers
201011070min,9,Sun,2010-11-07,Cardinals,0,14,7,3,2010,Vikings,0,10,0,14,11/7/2010,1:05PM,Minnesota Vikings,,Arizona Cardinals
201011070sea,9,Sun,2010-11-07,Giants,21,14,6,0,2010,Seahawks,0,0,0,7,11/7/2010,4:05PM,New York Giants,@,Seattle Seahawks
201011070rai,9,Sun,2010-11-07,Chiefs,0,10,3,7,2010,Raiders,0,0,14,6,11/7/2010,4:15PM,Oakland Raiders,,Kansas City Chiefs
201011070phi,9,Sun,2010-11-07,Colts,0,17,0,7,2010,Eagles,13,3,3,7,11/7/2010,4:16PM,Philadelphia Eagles,,Indianapolis Colts
201011070gnb,9,Sun,2010-11-07,Cowboys,0,7,0,0,2010,Packers,0,28,7,10,11/7/2010,8:30PM,Green Bay Packers,,Dallas Cowboys
201011080cin,9,Mon,2010-11-08,Steelers,10,10,0,7,2010,Bengals,0,7,0,14,11/8/2010,8:40PM,Pittsburgh Steelers,@,Cincinnati Bengals
201011110atl,10,Thu,2010-11-11,Ravens,0,0,7,14,2010,Falcons,0,10,3,13,11/11/2010,8:31PM,Atlanta Falcons,,Baltimore Ravens
201011140chi,10,Sun,2010-11-14,Vikings,3,7,3,0,2010,Bears,0,14,6,7,11/14/2010,1:02PM,New York Jets,@,Cleveland Browns
201011140buf,10,Sun,2010-11-14,Lions,0,3,0,9,2010,Bills,0,7,7,0,11/14/2010,1:02PM,Buffalo Bills,,Detroit Lions
201011140cle,10,Sun,2010-11-14,Jets,3,14,0,3,2010,Browns,10,3,0,7,11/14/2010,1:02PM,Tampa Bay Buccaneers,,Carolina Panthers
201011140clt,10,Sun,2010-11-14,Bengals,0,10,0,7,2010,Colts,10,10,0,3,11/14/2010,1:02PM,Chicago Bears,,Minnesota Vikings
201011140tam,10,Sun,2010-11-14,Panthers,3,7,6,0,2010,Buccaneers,7,14,0,10,11/14/2010,1:02PM,Indianapolis Colts,,Cincinnati Bengals
201011140mia,10,Sun,2010-11-14,Titans,10,0,7,0,2010,Dolphins,7,3,10,9,11/14/2010,1:02PM,Miami Dolphins,,Tennessee Titans
201011140jax,10,Sun,2010-11-14,Texans,3,0,14,7,2010,Jaguars,3,14,0,14,11/14/2010,1:04PM,Jacksonville Jaguars,,Houston Texans
201011140den,10,Sun,2010-11-14,Chiefs,0,10,7,12,2010,Broncos,21,14,7,7,11/14/2010,4:05PM,Denver Broncos,,Kansas City Chiefs
201011140nyg,10,Sun,2010-11-14,Cowboys,6,13,14,0,2010,Giants,3,3,14,0,11/14/2010,4:15PM,Seattle Seahawks,@,Arizona Cardinals
201011140crd,10,Sun,2010-11-14,Seahawks,7,10,9,10,2010,Cardinals,7,3,0,8,11/14/2010,4:15PM,Dallas Cowboys,@,New York Giants
201011140sfo,10,Sun,2010-11-14,Rams,3,7,7,3,2010,49ers,7,3,0,10,11/14/2010,4:15PM,San Francisco 49ers,,St. Louis Rams
201011140pit,10,Sun,2010-11-14,Patriots,10,0,13,16,2010,Steelers,0,3,0,23,11/14/2010,8:30PM,New England Patriots,@,Pittsburgh Steelers
201011150was,10,Mon,2010-11-15,Eagles,28,17,14,0,2010,Redskins,0,14,7,7,11/15/2010,8:40PM,Philadelphia Eagles,@,Washington Redskins
201011180mia,11,Thu,2010-11-18,Bears,3,3,10,0,2010,Dolphins,0,0,0,0,11/18/2010,8:29PM,Chicago Bears,@,Miami Dolphins
201011210dal,11,Sun,2010-11-21,Lions,0,10,9,0,2010,Cowboys,7,0,14,14,11/21/2010,1:02PM,Buffalo Bills,@,Cincinnati Bengals
201011210cin,11,Sun,2010-11-21,Bills,7,7,14,21,2010,Bengals,7,24,0,0,11/21/2010,1:02PM,Pittsburgh Steelers,,Oakland Raiders
201011210pit,11,Sun,2010-11-21,Raiders,3,0,0,0,2010,Steelers,0,21,0,14,11/21/2010,1:02PM,Dallas Cowboys,,Detroit Lions
201011210oti,11,Sun,2010-11-21,Redskins,7,3,3,3,2010,Titans,7,3,3,3,11/21/2010,1:03PM,Washington Redskins,@,Tennessee Titans
201011210kan,11,Sun,2010-11-21,Cardinals,3,0,3,7,2010,Chiefs,0,14,7,10,11/21/2010,1:03PM,Kansas City Chiefs,,Arizona Cardinals
201011210jax,11,Sun,2010-11-21,Browns,0,7,10,3,2010,Jaguars,3,7,0,14,11/21/2010,1:03PM,New York Jets,,Houston Texans
201011210nyj,11,Sun,2010-11-21,Texans,0,7,0,20,2010,Jets,3,10,7,10,11/21/2010,1:03PM,Jacksonville Jaguars,,Cleveland Browns
201011210car,11,Sun,2010-11-21,Ravens,10,7,3,17,2010,Panthers,0,3,3,7,11/21/2010,1:04PM,Baltimore Ravens,@,Carolina Panthers
201011210min,11,Sun,2010-11-21,Packers,0,17,7,7,2010,Vikings,3,0,0,0,11/21/2010,1:05PM,Green Bay Packers,@,Minnesota Vikings
201011210nor,11,Sun,2010-11-21,Seahawks,3,13,0,3,2010,Saints,7,20,7,0,11/21/2010,4:05PM,New Orleans Saints,,Seattle Seahawks
201011210ram,11,Sun,2010-11-21,Falcons,3,13,7,11,2010,Rams,7,3,7,0,11/21/2010,4:05PM,Atlanta Falcons,@,St. Louis Rams
201011210sfo,11,Sun,2010-11-21,Buccaneers,0,7,7,7,2010,49ers,0,0,0,0,11/21/2010,4:05PM,Tampa Bay Buccaneers,@,San Francisco 49ers
201011210nwe,11,Sun,2010-11-21,Colts,0,14,0,14,2010,Patriots,7,14,7,3,11/21/2010,4:15PM,New England Patriots,,Indianapolis Colts
201011210phi,11,Sun,2010-11-21,Giants,0,3,7,7,2010,Eagles,7,6,3,11,11/21/2010,8:30PM,Philadelphia Eagles,,New York Giants
201011220sdg,11,Mon,2010-11-22,Broncos,7,0,0,7,2010,Chargers,7,14,7,7,11/22/2010,8:40PM,San Diego Chargers,,Denver Broncos
201011250det,12,Thu,2010-11-25,Patriots,3,7,14,21,2010,Lions,7,10,7,0,11/25/2010,12:38PM,New England Patriots,@,Detroit Lions
201011250dal,12,Thu,2010-11-25,Saints,17,3,3,7,2010,Cowboys,0,6,14,7,11/25/2010,4:36PM,New Orleans Saints,@,Dallas Cowboys
201011250nyj,12,Thu,2010-11-25,Bengals,0,7,0,3,2010,Jets,0,3,14,9,11/25/2010,8:30PM,New York Jets,,Cincinnati Bengals
201011280htx,12,Sun,2010-11-28,Titans,0,0,0,0,2010,Texans,0,14,3,3,11/28/2010,1:02PM,Minnesota Vikings,@,Washington Redskins
201011280nyg,12,Sun,2010-11-28,Jaguars,7,10,0,3,2010,Giants,3,3,3,15,11/28/2010,1:02PM,Atlanta Falcons,,Green Bay Packers
201011280was,12,Sun,2010-11-28,Vikings,7,0,10,0,2010,Redskins,7,0,0,6,11/28/2010,1:02PM,Houston Texans,,Tennessee Titans
201011280buf,12,Sun,2010-11-28,Steelers,7,6,0,3,2010,Bills,0,0,7,9,11/28/2010,1:02PM,Pittsburgh Steelers,@,Buffalo Bills
201011280atl,12,Sun,2010-11-28,Packers,3,0,7,7,2010,Falcons,3,7,0,10,11/28/2010,1:02PM,New York Giants,,Jacksonville Jaguars
201011280cle,12,Sun,2010-11-28,Panthers,7,6,7,3,2010,Browns,14,7,0,3,11/28/2010,1:03PM,Cleveland Browns,,Carolina Panthers
201011280rai,12,Sun,2010-11-28,Dolphins,10,3,10,10,2010,Raiders,7,7,0,3,11/28/2010,4:05PM,Miami Dolphins,@,Oakland Raiders
201011280sea,12,Sun,2010-11-28,Chiefs,7,14,0,21,2010,Seahawks,7,3,7,7,11/28/2010,4:06PM,Kansas City Chiefs,@,Seattle Seahawks
201011280chi,12,Sun,2010-11-28,Eagles,3,10,0,13,2010,Bears,14,7,10,0,11/28/2010,4:15PM,Baltimore Ravens,,Tampa Bay Buccaneers
201011280rav,12,Sun,2010-11-28,Buccaneers,0,3,0,7,2010,Ravens,0,17,0,0,11/28/2010,4:15PM,Chicago Bears,,Philadelphia Eagles
201011280den,12,Sun,2010-11-28,Rams,7,19,7,3,2010,Broncos,10,3,0,20,11/28/2010,4:16PM,St. Louis Rams,@,Denver Broncos
201011280clt,12,Sun,2010-11-28,Chargers,10,6,10,10,2010,Colts,7,7,0,0,11/28/2010,8:30PM,San Diego Chargers,@,Indianapolis Colts
201011290crd,12,Mon,2010-11-29,49ers,14,7,3,3,2010,Cardinals,3,3,0,0,11/29/2010,8:40PM,San Francisco 49ers,@,Arizona Cardinals
201012020phi,13,Thu,2010-12-02,Texans,3,7,14,0,2010,Eagles,7,13,0,14,12/2/2010,8:30PM,Philadelphia Eagles,,Houston Texans
201012050nyg,13,Sun,2010-12-05,Redskins,0,0,7,0,2010,Giants,14,7,7,3,12/5/2010,1:02PM,New York Giants,,Washington Redskins
201012050gnb,13,Sun,2010-12-05,49ers,3,10,3,0,2010,Packers,0,14,14,6,12/5/2010,1:02PM,Green Bay Packers,,San Francisco 49ers
201012050mia,13,Sun,2010-12-05,Browns,0,3,7,3,2010,Dolphins,0,3,0,7,12/5/2010,1:02PM,Cleveland Browns,@,Miami Dolphins
201012050cin,13,Sun,2010-12-05,Saints,3,10,7,14,2010,Bengals,0,6,6,18,12/5/2010,1:03PM,Kansas City Chiefs,,Denver Broncos
201012050kan,13,Sun,2010-12-05,Broncos,0,3,0,3,2010,Chiefs,7,3,0,0,12/5/2010,1:03PM,Chicago Bears,@,Detroit Lions
201012050oti,13,Sun,2010-12-05,Jaguars,7,10,0,0,2010,Titans,0,0,3,3,12/5/2010,1:03PM,Jacksonville Jaguars,@,Tennessee Titans
201012050det,13,Sun,2010-12-05,Bears,7,7,3,7,2010,Lions,7,10,3,0,12/5/2010,1:03PM,New Orleans Saints,@,Cincinnati Bengals
201012050min,13,Sun,2010-12-05,Bills,7,0,0,7,2010,Vikings,7,24,0,7,12/5/2010,1:05PM,Minnesota Vikings,,Buffalo Bills
201012050sdg,13,Sun,2010-12-05,Raiders,14,7,0,7,2010,Chargers,0,3,3,7,12/5/2010,4:05PM,Oakland Raiders,@,San Diego Chargers
201012050clt,13,Sun,2010-12-05,Cowboys,10,7,10,8,2010,Colts,0,7,7,21,12/5/2010,4:15PM,St. Louis Rams,@,Arizona Cardinals
201012050crd,13,Sun,2010-12-05,Rams,3,6,7,3,2010,Cardinals,6,0,0,0,12/5/2010,4:15PM,Dallas Cowboys,@,Indianapolis Colts
201012050tam,13,Sun,2010-12-05,Falcons,7,7,0,14,2010,Buccaneers,7,7,3,7,12/5/2010,4:16PM,Seattle Seahawks,,Carolina Panthers
201012050sea,13,Sun,2010-12-05,Panthers,7,7,0,0,2010,Seahawks,0,3,21,7,12/5/2010,4:16PM,Atlanta Falcons,@,Tampa Bay Buccaneers
201012050rav,13,Sun,2010-12-05,Steelers,0,0,3,10,2010,Ravens,7,0,3,0,12/5/2010,8:30PM,Pittsburgh Steelers,@,Baltimore Ravens
201012060nwe,13,Mon,2010-12-06,Jets,0,3,0,0,2010,Patriots,17,7,7,14,12/6/2010,8:40PM,New England Patriots,,New York Jets
201012090oti,14,Thu,2010-12-09,Colts,7,14,3,6,2010,Titans,0,7,7,14,12/9/2010,8:29PM,Indianapolis Colts,@,Tennessee Titans
201012120jax,14,Sun,2010-12-12,Raiders,7,10,7,7,2010,Jaguars,0,7,21,10,12/12/2010,1:02PM,Pittsburgh Steelers,,Cincinnati Bengals
201012120buf,14,Sun,2010-12-12,Browns,3,3,0,0,2010,Bills,0,10,0,3,12/12/2010,1:02PM,Buffalo Bills,,Cleveland Browns
201012120pit,14,Sun,2010-12-12,Bengals,7,0,0,0,2010,Steelers,0,10,3,10,12/12/2010,1:02PM,Jacksonville Jaguars,,Oakland Raiders
201012120car,14,Sun,2010-12-12,Falcons,14,3,7,7,2010,Panthers,0,0,7,3,12/12/2010,1:03PM,Atlanta Falcons,@,Carolina Panthers
201012120det,14,Sun,2010-12-12,Packers,0,0,3,0,2010,Lions,0,0,0,7,12/12/2010,1:03PM,Detroit Lions,,Green Bay Packers
201012120was,14,Sun,2010-12-12,Buccaneers,0,3,6,8,2010,Redskins,0,10,0,6,12/12/2010,1:03PM,Tampa Bay Buccaneers,@,Washington Redskins
201012120sfo,14,Sun,2010-12-12,Seahawks,7,0,7,7,2010,49ers,10,20,10,0,12/12/2010,4:05PM,New Orleans Saints,,St. Louis Rams
201012120nor,14,Sun,2010-12-12,Rams,0,6,0,7,2010,Saints,14,7,7,3,12/12/2010,4:05PM,San Francisco 49ers,,Seattle Seahawks
201012120crd,14,Sun,2010-12-12,Broncos,3,0,0,10,2010,Cardinals,3,13,3,24,12/12/2010,4:15PM,Arizona Cardinals,,Denver Broncos
201012120nyj,14,Sun,2010-12-12,Dolphins,10,0,0,0,2010,Jets,0,3,0,3,12/12/2010,4:15PM,San Diego Chargers,,Kansas City Chiefs
201012120sdg,14,Sun,2010-12-12,Chiefs,0,0,0,0,2010,Chargers,7,14,0,10,12/12/2010,4:15PM,Miami Dolphins,@,New York Jets
201012120chi,14,Sun,2010-12-12,Patriots,7,26,3,0,2010,Bears,0,0,7,0,12/12/2010,4:16PM,New England Patriots,@,Chicago Bears
201012120dal,14,Sun,2010-12-12,Eagles,7,7,3,13,2010,Cowboys,7,3,10,7,12/12/2010,8:30PM,Philadelphia Eagles,@,Dallas Cowboys
201012130min,14,Mon,2010-12-13,Giants,0,14,7,0,2010,Vikings,3,0,0,0,12/13/2010,7:20PM,New York Giants,@,Minnesota Vikings
201012130htx,14,Mon,2010-12-13,Ravens,7,14,7,0,2010,Texans,0,7,6,15,12/13/2010,8:40PM,Baltimore Ravens,@,Houston Texans
201012160sdg,15,Thu,2010-12-16,49ers,0,0,0,7,2010,Chargers,7,10,7,10,12/16/2010,8:20PM,San Diego Chargers,,San Francisco 49ers
201012190ram,15,Sun,2010-12-19,Chiefs,0,14,3,10,2010,Rams,6,0,0,7,12/19/2010,1:00PM,Kansas City Chiefs,@,St. Louis Rams
201012190mia,15,Sun,2010-12-19,Bills,0,10,7,0,2010,Dolphins,0,7,0,7,12/19/2010,1:02PM,Buffalo Bills,@,Miami Dolphins
201012190cin,15,Sun,2010-12-19,Browns,7,0,0,10,2010,Bengals,0,10,6,3,12/19/2010,1:02PM,Cincinnati Bengals,,Cleveland Browns
201012190oti,15,Sun,2010-12-19,Texans,0,3,7,7,2010,Titans,21,3,7,0,12/19/2010,1:02PM,Tennessee Titans,,Houston Texans
201012190clt,15,Sun,2010-12-19,Jaguars,0,10,7,7,2010,Colts,7,7,10,10,12/19/2010,1:02PM,Indianapolis Colts,,Jacksonville Jaguars
201012190dal,15,Sun,2010-12-19,Redskins,0,7,7,16,2010,Cowboys,10,10,10,3,12/19/2010,1:03PM,Baltimore Ravens,,New Orleans Saints
201012190tam,15,Sun,2010-12-19,Lions,7,3,7,3,2010,Buccaneers,0,14,0,6,12/19/2010,1:03PM,Dallas Cowboys,,Washington Redskins
201012190nyg,15,Sun,2010-12-19,Eagles,0,3,7,28,2010,Giants,7,17,0,7,12/19/2010,1:03PM,Philadelphia Eagles,@,New York Giants
201012190rav,15,Sun,2010-12-19,Saints,7,7,3,7,2010,Ravens,7,14,3,6,12/19/2010,1:03PM,Detroit Lions,@,Tampa Bay Buccaneers
201012190car,15,Sun,2010-12-19,Cardinals,0,3,0,9,2010,Panthers,6,7,6,0,12/19/2010,1:04PM,Carolina Panthers,,Arizona Cardinals
201012190sea,15,Sun,2010-12-19,Falcons,0,17,17,0,2010,Seahawks,7,3,0,8,12/19/2010,4:06PM,Atlanta Falcons,@,Seattle Seahawks
201012190pit,15,Sun,2010-12-19,Jets,7,3,7,5,2010,Steelers,0,10,7,0,12/19/2010,4:15PM,New York Jets,@,Pittsburgh Steelers
201012190rai,15,Sun,2010-12-19,Broncos,14,3,3,3,2010,Raiders,14,3,6,16,12/19/2010,4:15PM,Oakland Raiders,,Denver Broncos
201012190nwe,15,Sun,2010-12-19,Packers,3,14,7,3,2010,Patriots,7,7,7,10,12/19/2010,8:30PM,New England Patriots,,Green Bay Packers
201012200min,15,Mon,2010-12-20,Bears,10,7,20,3,2010,Vikings,7,0,7,0,12/20/2010,8:40PM,Chicago Bears,@,Minnesota Vikings
201012230pit,16,Thu,2010-12-23,Panthers,0,0,0,3,2010,Steelers,3,17,7,0,12/23/2010,8:29PM,Pittsburgh Steelers,,Carolina Panthers
201012250crd,16,Sat,2010-12-25,Cowboys,0,10,10,6,2010,Cardinals,14,7,0,6,12/25/2010,7:30PM,Arizona Cardinals,,Dallas Cowboys
201012260ram,16,Sun,2010-12-26,49ers,0,14,0,3,2010,Rams,9,3,3,10,12/26/2010,1:00PM,St. Louis Rams,,San Francisco 49ers
201012260cle,16,Sun,2010-12-26,Ravens,0,13,7,0,2010,Browns,7,3,0,0,12/26/2010,1:02PM,New England Patriots,@,Buffalo Bills
201012260chi,16,Sun,2010-12-26,Jets,0,24,7,3,2010,Bears,10,7,21,0,12/26/2010,1:02PM,Chicago Bears,,New York Jets
201012260buf,16,Sun,2010-12-26,Patriots,7,17,7,3,2010,Bills,3,0,0,0,12/26/2010,1:02PM,Baltimore Ravens,@,Cleveland Browns
201012260kan,16,Sun,2010-12-26,Titans,0,7,7,0,2010,Chiefs,14,17,3,0,12/26/2010,1:03PM,Detroit Lions,@,Miami Dolphins
201012260jax,16,Sun,2010-12-26,Redskins,10,0,0,7,2010,Jaguars,0,7,3,7,12/26/2010,1:03PM,Washington Redskins,@,Jacksonville Jaguars
201012260mia,16,Sun,2010-12-26,Lions,3,7,7,17,2010,Dolphins,3,14,7,3,12/26/2010,1:03PM,Kansas City Chiefs,,Tennessee Titans
201012260rai,16,Sun,2010-12-26,Colts,7,10,7,7,2010,Raiders,7,6,3,10,12/26/2010,4:05PM,Cincinnati Bengals,,San Diego Chargers
201012260cin,16,Sun,2010-12-26,Chargers,0,3,7,10,2010,Bengals,7,6,0,21,12/26/2010,4:05PM,Indianapolis Colts,@,Oakland Raiders
201012260den,16,Sun,2010-12-26,Texans,7,10,6,0,2010,Broncos,0,0,10,14,12/26/2010,4:06PM,Denver Broncos,,Houston Texans
201012260gnb,16,Sun,2010-12-26,Giants,0,14,3,0,2010,Packers,14,7,10,14,12/26/2010,4:15PM,Green Bay Packers,,New York Giants
201012260tam,16,Sun,2010-12-26,Seahawks,7,0,0,8,2010,Buccaneers,3,14,14,7,12/26/2010,4:16PM,Tampa Bay Buccaneers,,Seattle Seahawks
201012270atl,16,Mon,2010-12-27,Saints,3,7,0,7,2010,Falcons,0,7,0,7,12/27/2010,8:40PM,New Orleans Saints,@,Atlanta Falcons
201012280phi,16,Tue,2010-12-28,Vikings,0,7,10,7,2010,Eagles,7,0,0,7,12/28/2010,8:06PM,Minnesota Vikings,@,Philadelphia Eagles
201101020nor,17,Sun,2011-01-02,Buccaneers,3,7,10,3,2011,Saints,7,0,3,3,1/2/2011,1:00PM,Tampa Bay Buccaneers,@,New Orleans Saints
201101020rav,17,Sun,2011-01-02,Bengals,0,0,0,7,2011,Ravens,3,3,7,0,1/2/2011,1:02PM,Pittsburgh Steelers,@,Cleveland Browns
201101020cle,17,Sun,2011-01-02,Steelers,14,17,7,3,2011,Browns,0,3,0,6,1/2/2011,1:02PM,Oakland Raiders,@,Kansas City Chiefs
201101020nwe,17,Sun,2011-01-02,Dolphins,0,0,0,7,2011,Patriots,14,10,14,0,1/2/2011,1:02PM,New England Patriots,,Miami Dolphins
201101020kan,17,Sun,2011-01-02,Raiders,0,10,7,14,2011,Chiefs,3,0,7,0,1/2/2011,1:02PM,Baltimore Ravens,,Cincinnati Bengals
201101020nyj,17,Sun,2011-01-02,Bills,0,0,7,0,2011,Jets,3,14,7,14,1/2/2011,1:03PM,New York Jets,,Buffalo Bills
201101020atl,17,Sun,2011-01-02,Panthers,0,0,3,7,2011,Falcons,14,7,10,0,1/2/2011,1:03PM,Atlanta Falcons,,Carolina Panthers
201101020det,17,Sun,2011-01-02,Vikings,0,0,7,6,2011,Lions,0,10,3,7,1/2/2011,1:03PM,Detroit Lions,,Minnesota Vikings
201101020gnb,17,Sun,2011-01-02,Bears,0,3,0,0,2011,Packers,0,0,3,7,1/2/2011,4:15PM,San Francisco 49ers,,Arizona Cardinals
201101020htx,17,Sun,2011-01-02,Jaguars,0,17,0,0,2011,Texans,10,10,7,7,1/2/2011,4:15PM,Green Bay Packers,,Chicago Bears
201101020den,17,Sun,2011-01-02,Chargers,0,16,10,7,2011,Broncos,7,0,7,14,1/2/2011,4:15PM,Houston Texans,,Jacksonville Jaguars
201101020phi,17,Sun,2011-01-02,Cowboys,0,7,0,7,2011,Eagles,0,7,0,6,1/2/2011,4:15PM,Dallas Cowboys,@,Philadelphia Eagles
201101020sfo,17,Sun,2011-01-02,Cardinals,0,7,0,0,2011,49ers,7,3,21,7,1/2/2011,4:15PM,San Diego Chargers,@,Denver Broncos
201101020clt,17,Sun,2011-01-02,Titans,3,3,14,0,2011,Colts,3,10,7,3,1/2/2011,4:16PM,New York Giants,@,Washington Redskins
201101020was,17,Sun,2011-01-02,Giants,3,7,7,0,2011,Redskins,0,7,0,7,1/2/2011,4:16PM,Indianapolis Colts,,Tennessee Titans
201101020sea,17,Sun,2011-01-02,Rams,0,3,3,0,2011,Seahawks,7,0,3,6,1/2/2011,8:31PM,Seattle Seahawks,,St. Louis Rams
201101080sea,100,Sat,2011-01-08,Saints,10,10,0,16,2011,Seahawks,7,17,10,7,1/8/2011,4:35PM,Seattle Seahawks,,New Orleans Saints
201101080clt,100,Sat,2011-01-08,Jets,0,0,7,10,2011,Colts,0,7,3,6,1/8/2011,8:15PM,New York Jets,@,Indianapolis Colts
201101090kan,100,Sun,2011-01-09,Ravens,3,7,13,7,2011,Chiefs,7,0,0,0,1/9/2011,1:06PM,Baltimore Ravens,@,Kansas City Chiefs
201101090phi,100,Sun,2011-01-09,Packers,7,7,7,0,2011,Eagles,0,3,7,6,1/9/2011,4:40PM,Green Bay Packers,@,Philadelphia Eagles
201101150pit,200,Sat,2011-01-15,Ravens,14,7,0,3,2011,Steelers,7,0,14,10,1/15/2011,4:35PM,Pittsburgh Steelers,,Baltimore Ravens
201101150atl,200,Sat,2011-01-15,Packers,0,28,14,6,2011,Falcons,7,7,0,7,1/15/2011,8:15PM,Green Bay Packers,@,Atlanta Falcons
201101160chi,200,Sun,2011-01-16,Seahawks,0,0,3,21,2011,Bears,14,7,7,7,1/16/2011,1:05PM,Chicago Bears,,Seattle Seahawks
201101160nwe,200,Sun,2011-01-16,Jets,0,14,0,14,2011,Patriots,3,0,8,10,1/16/2011,4:40PM,New York Jets,@,New England Patriots
201101230chi,300,Sun,2011-01-23,Packers,7,7,0,7,2011,Bears,0,0,0,14,1/23/2011,3:05PM,Green Bay Packers,@,Chicago Bears
201101230pit,300,Sun,2011-01-23,Jets,0,3,7,9,2011,Steelers,7,17,0,0,1/23/2011,6:41PM,Pittsburgh Steelers,,New York Jets
201102060pit,400,Sun,2011-02-06,Steelers,0,10,7,8,2011,Packers,14,7,0,10,2/6/2011,6:34PM,Green Bay Packers,N,Pittsburgh Steelers
201109080gnb,1,Thu,2011-09-08,Saints,7,10,10,7,2011,Packers,21,7,7,7,9/8/2011,8:40PM,Green Bay Packers,,New Orleans Saints
201109110ram,1,Sun,2011-09-11,Eagles,14,3,7,7,2011,Rams,7,3,3,0,9/11/2011,1:00PM,Philadelphia Eagles,@,St. Louis Rams
