,GameID,Week,Day,DateStamp,Vteam,VQ1,VQ2,VQ3,VQ4,Year,Hteam,HQ1,HQ2,HQ3,HQ4,Date,Time,RQ1,RQ2,RQ3,RQ4,Win,Winner
2750,201010240kan,7,Sun,2010-10-24,Jaguars,3,10,7,0,2010,Chiefs,7,7,14,14,10/24/2010,1:03PM,H,V,H,HH,-22,HW
2751,201010240chi,7,Sun,2010-10-24,Redskins,7,3,7,0,2010,Bears,7,7,0,0,10/24/2010,1:04PM,T,H,V,T,3,VW
2752,201010240atl,7,Sun,2010-10-24,Bengals,3,0,22,7,2010,Falcons,7,17,0,15,10/24/2010,1:05PM,H,HHH,VVV,HH,-7,HW
2753,201010240sea,7,Sun,2010-10-24,Cardinals,0,0,7,3,2010,Seahawks,3,7,9,3,10/24/2010,4:06PM,H,H,H,T,-12,HW
2754,201010240sdg,7,Sun,2010-10-24,Patriots,7,6,7,3,2010,Chargers,3,0,0,17,10/24/2010,4:15PM,V,V,V,HH,3,VW
2755,201010240den,7,Sun,2010-10-24,Raiders,24,14,21,0,2010,Broncos,0,7,7,0,10/24/2010,4:15PM,VVV,V,VV,T,45,VW
2756,201010240gnb,7,Sun,2010-10-24,Vikings,7,10,7,0,2010,Packers,7,7,14,0,10/24/2010,8:30PM,T,V,H,T,-4,HW
2757,201010250dal,7,Mon,2010-10-25,Giants,7,17,14,3,2010,Cowboys,10,10,0,15,10/25/2010,8:41PM,H,V,VV,HH,6,VW
2758,201010310ram,8,Sun,2010-10-31,Panthers,0,3,0,7,2010,Rams,0,10,0,10,10/31/2010,1:00PM,T,H,T,H,-10,HW
2759,201010310det,8,Sun,2010-10-31,Redskins,0,13,0,12,2010,Lions,0,7,7,23,10/31/2010,1:02PM,T,V,H,HH,-12,HW
2760,201010310nyj,8,Sun,2010-10-31,Packers,3,0,0,6,2010,Jets,0,0,0,0,10/31/2010,1:03PM,V,T,T,V,9,VW
2761,201010310dal,8,Sun,2010-10-31,Jaguars,7,7,14,7,2010,Cowboys,3,0,0,14,10/31/2010,1:05PM,V,V,VV,H,18,VW
2762,201010310cin,8,Sun,2010-10-31,Dolphins,3,9,3,7,2010,Bengals,7,7,0,0,10/31/2010,1:06PM,H,V,V,V,8,VW
2763,201010310sfo,8,Sun,2010-10-31,Broncos,0,0,7,9,2010,49ers,3,0,0,21,10/31/2010,1:07PM,H,T,V,HH,-8,HW
2764,201010310kan,8,Sun,2010-10-31,Bills,0,0,3,7,2010,Chiefs,0,7,0,3,10/31/2010,1:08PM,T,H,V,V,0,T
2765,201010310sdg,8,Sun,2010-10-31,Titans,5,14,0,6,2010,Chargers,7,7,10,9,10/31/2010,4:05PM,H,V,HH,H,-8,HW
2766,201010310nwe,8,Sun,2010-10-31,Vikings,0,7,3,8,2010,Patriots,0,7,14,7,10/31/2010,4:15PM,T,T,HH,V,-10,HW
2767,201010310crd,8,Sun,2010-10-31,Buccaneers,7,17,7,7,2010,Cardinals,7,7,14,7,10/31/2010,4:15PM,T,VV,H,T,3,VW
2768,201010310rai,8,Sun,2010-10-31,Seahawks,0,0,0,3,2010,Raiders,3,7,3,20,10/31/2010,4:15PM,H,H,H,HHH,-30,HW
2769,201010310nor,8,Sun,2010-10-31,Steelers,0,3,0,7,2010,Saints,0,3,3,14,10/31/2010,8:30PM,T,T,H,H,-10,HW
2770,201011010clt,8,Mon,2010-11-01,Texans,0,3,7,7,2010,Colts,7,10,10,3,11/1/2010,8:41PM,H,H,H,V,-13,HW
2771,201011070atl,9,Sun,2010-11-07,Buccaneers,0,14,7,0,2010,Falcons,7,10,10,0,11/7/2010,1:02PM,H,V,H,T,-6,HW
2772,201011070htx,9,Sun,2010-11-07,Chargers,14,0,7,8,2010,Texans,10,10,3,0,11/7/2010,1:02PM,V,HH,V,VV,6,VW
2773,201011070rav,9,Sun,2010-11-07,Dolphins,7,3,0,0,2010,Ravens,7,6,7,6,11/7/2010,1:02PM,T,H,H,H,-16,HW
2774,201011070buf,9,Sun,2010-11-07,Bears,0,7,7,8,2010,Bills,0,7,6,6,11/7/2010,1:02PM,T,T,V,V,3,VW
2775,201011070cle,9,Sun,2010-11-07,Patriots,0,7,0,7,2010,Browns,10,7,7,10,11/7/2010,1:02PM,HH,T,H,H,-20,HW
2776,201011070det,9,Sun,2010-11-07,Jets,0,10,0,10,2010,Lions,7,0,6,7,11/7/2010,1:03PM,H,VV,H,V,0,T
2777,201011070car,9,Sun,2010-11-07,Saints,7,10,10,7,2010,Panthers,3,0,0,0,11/7/2010,1:04PM,V,VV,VV,V,31,VW
2778,201011070min,9,Sun,2010-11-07,Cardinals,0,14,7,3,2010,Vikings,0,10,0,14,11/7/2010,1:05PM,T,V,V,HH,0,T
2779,201011070sea,9,Sun,2010-11-07,Giants,21,14,6,0,2010,Seahawks,0,0,0,7,11/7/2010,4:05PM,VVV,VV,V,H,34,VW
2780,201011070rai,9,Sun,2010-11-07,Chiefs,0,10,3,7,2010,Raiders,0,0,14,6,11/7/2010,4:15PM,T,VV,HH,V,0,T
2781,201011070phi,9,Sun,2010-11-07,Colts,0,17,0,7,2010,Eagles,13,3,3,7,11/7/2010,4:16PM,HH,VV,H,T,-2,HW
2782,201011070gnb,9,Sun,2010-11-07,Cowboys,0,7,0,0,2010,Packers,0,28,7,10,11/7/2010,8:30PM,T,HHH,H,HH,-38,HW
2783,201011080cin,9,Mon,2010-11-08,Steelers,10,10,0,7,2010,Bengals,0,7,0,14,11/8/2010,8:40PM,VV,V,T,H,6,VW
2784,201011110atl,10,Thu,2010-11-11,Ravens,0,0,7,14,2010,Falcons,0,10,3,13,11/11/2010,8:31PM,T,HH,V,V,-5,HW
2785,201011140chi,10,Sun,2010-11-14,Vikings,3,7,3,0,2010,Bears,0,14,6,7,11/14/2010,1:02PM,V,H,H,H,-14,HW
2786,201011140buf,10,Sun,2010-11-14,Lions,0,3,0,9,2010,Bills,0,7,7,0,11/14/2010,1:02PM,T,H,H,VV,-2,HW
2787,201011140cle,10,Sun,2010-11-14,Jets,3,14,0,3,2010,Browns,10,3,0,7,11/14/2010,1:02PM,H,VV,T,H,0,T
2788,201011140clt,10,Sun,2010-11-14,Bengals,0,10,0,7,2010,Colts,10,10,0,3,11/14/2010,1:02PM,HH,T,T,V,-6,HW
2789,201011140tam,10,Sun,2010-11-14,Panthers,3,7,6,0,2010,Buccaneers,7,14,0,10,11/14/2010,1:02PM,H,H,V,HH,-15,HW
2790,201011140mia,10,Sun,2010-11-14,Titans,10,0,7,0,2010,Dolphins,7,3,10,9,11/14/2010,1:02PM,V,H,H,HH,-12,HW
2791,201011140jax,10,Sun,2010-11-14,Texans,3,0,14,7,2010,Jaguars,3,14,0,14,11/14/2010,1:04PM,T,HH,VV,H,-7,HW
2792,201011140den,10,Sun,2010-11-14,Chiefs,0,10,7,12,2010,Broncos,21,14,7,7,11/14/2010,4:05PM,HHH,H,T,V,-20,HW
2793,201011140nyg,10,Sun,2010-11-14,Cowboys,6,13,14,0,2010,Giants,3,3,14,0,11/14/2010,4:15PM,V,VV,T,T,13,VW
2794,201011140crd,10,Sun,2010-11-14,Seahawks,7,10,9,10,2010,Cardinals,7,3,0,8,11/14/2010,4:15PM,T,V,VV,V,18,VW
2795,201011140sfo,10,Sun,2010-11-14,Rams,3,7,7,3,2010,49ers,7,3,0,10,11/14/2010,4:15PM,H,V,V,H,0,T
2796,201011140pit,10,Sun,2010-11-14,Patriots,10,0,13,16,2010,Steelers,0,3,0,23,11/14/2010,8:30PM,VV,H,VV,H,13,VW
2797,201011150was,10,Mon,2010-11-15,Eagles,28,17,14,0,2010,Redskins,0,14,7,7,11/15/2010,8:40PM,VVV,V,V,H,31,VW
2798,201011180mia,11,Thu,2010-11-18,Bears,3,3,10,0,2010,Dolphins,0,0,0,0,11/18/2010,8:29PM,V,V,VV,T,16,VW
2799,201011210dal,11,Sun,2010-11-21,Lions,0,10,9,0,2010,Cowboys,7,0,14,14,11/21/2010,1:02PM,H,VV,H,HH,-16,HW
2800,201011210cin,11,Sun,2010-11-21,Bills,7,7,14,21,2010,Bengals,7,24,0,0,11/21/2010,1:02PM,T,HHH,VV,VVV,18,VW
2801,201011210pit,11,Sun,2010-11-21,Raiders,3,0,0,0,2010,Steelers,0,21,0,14,11/21/2010,1:02PM,V,HHH,T,HH,-32,HW
2802,201011210oti,11,Sun,2010-11-21,Redskins,7,3,3,3,2010,Titans,7,3,3,3,11/21/2010,1:03PM,T,T,T,T,0,T
2803,201011210kan,11,Sun,2010-11-21,Cardinals,3,0,3,7,2010,Chiefs,0,14,7,10,11/21/2010,1:03PM,V,HH,H,H,-18,HW
2804,201011210jax,11,Sun,2010-11-21,Browns,0,7,10,3,2010,Jaguars,3,7,0,14,11/21/2010,1:03PM,H,T,VV,HH,-4,HW
2805,201011210nyj,11,Sun,2010-11-21,Texans,0,7,0,20,2010,Jets,3,10,7,10,11/21/2010,1:03PM,H,H,H,VV,-3,HW
2806,201011210car,11,Sun,2010-11-21,Ravens,10,7,3,17,2010,Panthers,0,3,3,7,11/21/2010,1:04PM,VV,V,T,VV,24,VW
2807,201011210min,11,Sun,2010-11-21,Packers,0,17,7,7,2010,Vikings,3,0,0,0,11/21/2010,1:05PM,H,VVV,V,V,28,VW
2808,201011210nor,11,Sun,2010-11-21,Seahawks,3,13,0,3,2010,Saints,7,20,7,0,11/21/2010,4:05PM,H,H,H,V,-15,HW
2809,201011210ram,11,Sun,2010-11-21,Falcons,3,13,7,11,2010,Rams,7,3,7,0,11/21/2010,4:05PM,H,VV,T,VV,17,VW
2810,201011210sfo,11,Sun,2010-11-21,Buccaneers,0,7,7,7,2010,49ers,0,0,0,0,11/21/2010,4:05PM,T,V,V,V,21,VW
2811,201011210nwe,11,Sun,2010-11-21,Colts,0,14,0,14,2010,Patriots,7,14,7,3,11/21/2010,4:15PM,H,T,H,VV,-3,HW
2812,201011210phi,11,Sun,2010-11-21,Giants,0,3,7,7,2010,Eagles,7,6,3,11,11/21/2010,8:30PM,H,H,V,H,-10,HW
2813,201011220sdg,11,Mon,2010-11-22,Broncos,7,0,0,7,2010,Chargers,7,14,7,7,11/22/2010,8:40PM,T,HH,H,T,-21,HW
2814,201011250det,12,Thu,2010-11-25,Patriots,3,7,14,21,2010,Lions,7,10,7,0,11/25/2010,12:38PM,H,H,V,VVV,21,VW
2815,201011250dal,12,Thu,2010-11-25,Saints,17,3,3,7,2010,Cowboys,0,6,14,7,11/25/2010,4:36PM,VVV,H,HH,T,3,VW
2816,201011250nyj,12,Thu,2010-11-25,Bengals,0,7,0,3,2010,Jets,0,3,14,9,11/25/2010,8:30PM,T,V,HH,H,-16,HW
2817,201011280htx,12,Sun,2010-11-28,Titans,0,0,0,0,2010,Texans,0,14,3,3,11/28/2010,1:02PM,T,HH,H,H,-20,HW
2818,201011280nyg,12,Sun,2010-11-28,Jaguars,7,10,0,3,2010,Giants,3,3,3,15,11/28/2010,1:02PM,V,V,H,HH,-4,HW
2819,201011280was,12,Sun,2010-11-28,Vikings,7,0,10,0,2010,Redskins,7,0,0,6,11/28/2010,1:02PM,T,T,VV,H,4,VW
2820,201011280buf,12,Sun,2010-11-28,Steelers,7,6,0,3,2010,Bills,0,0,7,9,11/28/2010,1:02PM,V,V,H,H,0,T
2821,201011280atl,12,Sun,2010-11-28,Packers,3,0,7,7,2010,Falcons,3,7,0,10,11/28/2010,1:02PM,T,H,V,H,-3,HW
2822,201011280cle,12,Sun,2010-11-28,Panthers,7,6,7,3,2010,Browns,14,7,0,3,11/28/2010,1:03PM,H,H,V,T,-1,HW
2823,201011280rai,12,Sun,2010-11-28,Dolphins,10,3,10,10,2010,Raiders,7,7,0,3,11/28/2010,4:05PM,V,H,VV,V,16,VW
2824,201011280sea,12,Sun,2010-11-28,Chiefs,7,14,0,21,2010,Seahawks,7,3,7,7,11/28/2010,4:06PM,T,VV,H,VV,18,VW
2825,201011280chi,12,Sun,2010-11-28,Eagles,3,10,0,13,2010,Bears,14,7,10,0,11/28/2010,4:15PM,HH,V,HH,VV,-5,HW
2826,201011280rav,12,Sun,2010-11-28,Buccaneers,0,3,0,7,2010,Ravens,0,17,0,0,11/28/2010,4:15PM,T,HH,T,V,-7,HW
2827,201011280den,12,Sun,2010-11-28,Rams,7,19,7,3,2010,Broncos,10,3,0,20,11/28/2010,4:16PM,H,VVV,V,HHH,3,VW
2828,201011280clt,12,Sun,2010-11-28,Chargers,10,6,10,10,2010,Colts,7,7,0,0,11/28/2010,8:30PM,V,H,VV,VV,22,VW
2829,201011290crd,12,Mon,2010-11-29,49ers,14,7,3,3,2010,Cardinals,3,3,0,0,11/29/2010,8:40PM,VV,V,V,V,21,VW
2830,201012020phi,13,Thu,2010-12-02,Texans,3,7,14,0,2010,Eagles,7,13,0,14,12/2/2010,8:30PM,H,H,VV,HH,-10,HW
2831,201012050nyg,13,Sun,2010-12-05,Redskins,0,0,7,0,2010,Giants,14,7,7,3,12/5/2010,1:02PM,HH,H,T,H,-24,HW
2832,201012050gnb,13,Sun,2010-12-05,49ers,3,10,3,0,2010,Packers,0,14,14,6,12/5/2010,1:02PM,V,H,HH,H,-18,HW
2833,201012050mia,13,Sun,2010-12-05,Browns,0,3,7,3,2010,Dolphins,0,3,0,7,12/5/2010,1:02PM,T,T,V,H,3,VW
2834,201012050cin,13,Sun,2010-12-05,Saints,3,10,7,14,2010,Bengals,0,6,6,18,12/5/2010,1:03PM,V,V,V,H,4,VW
2835,201012050kan,13,Sun,2010-12-05,Broncos,0,3,0,3,2010,Chiefs,7,3,0,0,12/5/2010,1:03PM,H,T,T,V,-4,HW
2836,201012050oti,13,Sun,2010-12-05,Jaguars,7,10,0,0,2010,Titans,0,0,3,3,12/5/2010,1:03PM,V,VV,H,H,11,VW
2837,201012050det,13,Sun,2010-12-05,Bears,7,7,3,7,2010,Lions,7,10,3,0,12/5/2010,1:03PM,T,H,T,V,4,VW
2838,201012050min,13,Sun,2010-12-05,Bills,7,0,0,7,2010,Vikings,7,24,0,7,12/5/2010,1:05PM,T,HHH,T,T,-24,HW
2839,201012050sdg,13,Sun,2010-12-05,Raiders,14,7,0,7,2010,Chargers,0,3,3,7,12/5/2010,4:05PM,VV,V,H,T,15,VW
2840,201012050clt,13,Sun,2010-12-05,Cowboys,10,7,10,8,2010,Colts,0,7,7,21,12/5/2010,4:15PM,VV,T,V,HH,0,T
2841,201012050crd,13,Sun,2010-12-05,Rams,3,6,7,3,2010,Cardinals,6,0,0,0,12/5/2010,4:15PM,H,V,V,V,13,VW
2842,201012050tam,13,Sun,2010-12-05,Falcons,7,7,0,14,2010,Buccaneers,7,7,3,7,12/5/2010,4:16PM,T,T,H,V,4,VW
2843,201012050sea,13,Sun,2010-12-05,Panthers,7,7,0,0,2010,Seahawks,0,3,21,7,12/5/2010,4:16PM,V,V,HHH,H,-17,HW
2844,201012050rav,13,Sun,2010-12-05,Steelers,0,0,3,10,2010,Ravens,7,0,3,0,12/5/2010,8:30PM,H,T,T,VV,3,VW
2845,201012060nwe,13,Mon,2010-12-06,Jets,0,3,0,0,2010,Patriots,17,7,7,14,12/6/2010,8:40PM,HHH,H,H,HH,-42,HW
2846,201012090oti,14,Thu,2010-12-09,Colts,7,14,3,6,2010,Titans,0,7,7,14,12/9/2010,8:29PM,V,V,H,HH,2,VW
2847,201012120jax,14,Sun,2010-12-12,Raiders,7,10,7,7,2010,Jaguars,0,7,21,10,12/12/2010,1:02PM,V,V,HH,H,-7,HW
2848,201012120buf,14,Sun,2010-12-12,Browns,3,3,0,0,2010,Bills,0,10,0,3,12/12/2010,1:02PM,V,H,T,H,-7,HW
2849,201012120pit,14,Sun,2010-12-12,Bengals,7,0,0,0,2010,Steelers,0,10,3,10,12/12/2010,1:02PM,V,HH,H,HH,-16,HW
2850,201012120car,14,Sun,2010-12-12,Falcons,14,3,7,7,2010,Panthers,0,0,7,3,12/12/2010,1:03PM,VV,V,T,V,21,VW
2851,201012120det,14,Sun,2010-12-12,Packers,0,0,3,0,2010,Lions,0,0,0,7,12/12/2010,1:03PM,T,T,V,H,-4,HW
2852,201012120was,14,Sun,2010-12-12,Buccaneers,0,3,6,8,2010,Redskins,0,10,0,6,12/12/2010,1:03PM,T,H,V,V,1,VW
2853,201012120sfo,14,Sun,2010-12-12,Seahawks,7,0,7,7,2010,49ers,10,20,10,0,12/12/2010,4:05PM,H,HHH,H,V,-19,HW
2854,201012120nor,14,Sun,2010-12-12,Rams,0,6,0,7,2010,Saints,14,7,7,3,12/12/2010,4:05PM,HH,H,H,V,-18,HW
2855,201012120crd,14,Sun,2010-12-12,Broncos,3,0,0,10,2010,Cardinals,3,13,3,24,12/12/2010,4:15PM,T,HH,H,HH,-30,HW
2856,201012120nyj,14,Sun,2010-12-12,Dolphins,10,0,0,0,2010,Jets,0,3,0,3,12/12/2010,4:15PM,VV,H,T,H,4,VW
2857,201012120sdg,14,Sun,2010-12-12,Chiefs,0,0,0,0,2010,Chargers,7,14,0,10,12/12/2010,4:15PM,H,HH,T,HH,-31,HW
2858,201012120chi,14,Sun,2010-12-12,Patriots,7,26,3,0,2010,Bears,0,0,7,0,12/12/2010,4:16PM,V,VVV,H,T,29,VW
2859,201012120dal,14,Sun,2010-12-12,Eagles,7,7,3,13,2010,Cowboys,7,3,10,7,12/12/2010,8:30PM,T,V,H,V,3,VW
2860,201012130min,14,Mon,2010-12-13,Giants,0,14,7,0,2010,Vikings,3,0,0,0,12/13/2010,7:20PM,H,VV,V,T,18,VW
2861,201012130htx,14,Mon,2010-12-13,Ravens,7,14,7,0,2010,Texans,0,7,6,15,12/13/2010,8:40PM,V,V,V,HHH,0,T
2862,201012160sdg,15,Thu,2010-12-16,49ers,0,0,0,7,2010,Chargers,7,10,7,10,12/16/2010,8:20PM,H,HH,H,H,-27,HW
2863,201012190ram,15,Sun,2010-12-19,Chiefs,0,14,3,10,2010,Rams,6,0,0,7,12/19/2010,1:00PM,H,VV,V,V,14,VW
2864,201012190mia,15,Sun,2010-12-19,Bills,0,10,7,0,2010,Dolphins,0,7,0,7,12/19/2010,1:02PM,T,V,V,H,3,VW
2865,201012190cin,15,Sun,2010-12-19,Browns,7,0,0,10,2010,Bengals,0,10,6,3,12/19/2010,1:02PM,V,HH,H,V,-2,HW
2866,201012190oti,15,Sun,2010-12-19,Texans,0,3,7,7,2010,Titans,21,3,7,0,12/19/2010,1:02PM,HHH,T,T,V,-14,HW
2867,201012190clt,15,Sun,2010-12-19,Jaguars,0,10,7,7,2010,Colts,7,7,10,10,12/19/2010,1:02PM,H,V,H,H,-10,HW
2868,201012190dal,15,Sun,2010-12-19,Redskins,0,7,7,16,2010,Cowboys,10,10,10,3,12/19/2010,1:03PM,HH,H,H,VV,-3,HW
2869,201012190tam,15,Sun,2010-12-19,Lions,7,3,7,3,2010,Buccaneers,0,14,0,6,12/19/2010,1:03PM,V,HH,V,H,0,T
2870,201012190nyg,15,Sun,2010-12-19,Eagles,0,3,7,28,2010,Giants,7,17,0,7,12/19/2010,1:03PM,H,HH,V,VVV,7,VW
2871,201012190rav,15,Sun,2010-12-19,Saints,7,7,3,7,2010,Ravens,7,14,3,6,12/19/2010,1:03PM,T,H,T,V,-6,HW
2872,201012190car,15,Sun,2010-12-19,Cardinals,0,3,0,9,2010,Panthers,6,7,6,0,12/19/2010,1:04PM,H,H,H,VV,-7,HW
2873,201012190sea,15,Sun,2010-12-19,Falcons,0,17,17,0,2010,Seahawks,7,3,0,8,12/19/2010,4:06PM,H,VV,VVV,HH,16,VW
2874,201012190pit,15,Sun,2010-12-19,Jets,7,3,7,5,2010,Steelers,0,10,7,0,12/19/2010,4:15PM,V,H,T,V,5,VW
2875,201012190rai,15,Sun,2010-12-19,Broncos,14,3,3,3,2010,Raiders,14,3,6,16,12/19/2010,4:15PM,T,T,H,HH,-16,HW
2876,201012190nwe,15,Sun,2010-12-19,Packers,3,14,7,3,2010,Patriots,7,7,7,10,12/19/2010,8:30PM,H,V,T,H,-4,HW
2877,201012200min,15,Mon,2010-12-20,Bears,10,7,20,3,2010,Vikings,7,0,7,0,12/20/2010,8:40PM,V,V,VV,V,26,VW
2878,201012230pit,16,Thu,2010-12-23,Panthers,0,0,0,3,2010,Steelers,3,17,7,0,12/23/2010,8:29PM,H,HHH,H,V,-24,HW
2879,201012250crd,16,Sat,2010-12-25,Cowboys,0,10,10,6,2010,Cardinals,14,7,0,6,12/25/2010,7:30PM,HH,V,VV,T,-1,HW
2880,201012260ram,16,Sun,2010-12-26,49ers,0,14,0,3,2010,Rams,9,3,3,10,12/26/2010,1:00PM,HH,VV,H,H,-8,HW
2881,201012260cle,16,Sun,2010-12-26,Ravens,0,13,7,0,2010,Browns,7,3,0,0,12/26/2010,1:02PM,H,VV,V,T,10,VW
2882,201012260chi,16,Sun,2010-12-26,Jets,0,24,7,3,2010,Bears,10,7,21,0,12/26/2010,1:02PM,HH,VVV,HH,V,-4,HW
2883,201012260buf,16,Sun,2010-12-26,Patriots,7,17,7,3,2010,Bills,3,0,0,0,12/26/2010,1:02PM,V,VVV,V,V,31,VW
2884,201012260kan,16,Sun,2010-12-26,Titans,0,7,7,0,2010,Chiefs,14,17,3,0,12/26/2010,1:03PM,HH,HH,V,T,-20,HW
2885,201012260jax,16,Sun,2010-12-26,Redskins,10,0,0,7,2010,Jaguars,0,7,3,7,12/26/2010,1:03PM,VV,H,H,T,0,T
2886,201012260mia,16,Sun,2010-12-26,Lions,3,7,7,17,2010,Dolphins,3,14,7,3,12/26/2010,1:03PM,T,H,T,VV,7,VW
2887,201012260rai,16,Sun,2010-12-26,Colts,7,10,7,7,2010,Raiders,7,6,3,10,12/26/2010,4:05PM,T,V,V,H,5,VW
2888,201012260cin,16,Sun,2010-12-26,Chargers,0,3,7,10,2010,Bengals,7,6,0,21,12/26/2010,4:05PM,H,H,V,HH,-14,HW
2889,201012260den,16,Sun,2010-12-26,Texans,7,10,6,0,2010,Broncos,0,0,10,14,12/26/2010,4:06PM,V,VV,H,HH,-1,HW
2890,201012260gnb,16,Sun,2010-12-26,Giants,0,14,3,0,2010,Packers,14,7,10,14,12/26/2010,4:15PM,HH,V,H,HH,-28,HW
2891,201012260tam,16,Sun,2010-12-26,Seahawks,7,0,0,8,2010,Buccaneers,3,14,14,7,12/26/2010,4:16PM,V,HH,HH,V,-23,HW
2892,201012270atl,16,Mon,2010-12-27,Saints,3,7,0,7,2010,Falcons,0,7,0,7,12/27/2010,8:40PM,V,T,T,T,3,VW
2893,201012280phi,16,Tue,2010-12-28,Vikings,0,7,10,7,2010,Eagles,7,0,0,7,12/28/2010,8:06PM,H,V,VV,T,10,VW
2894,201101020nor,17,Sun,2011-01-02,Buccaneers,3,7,10,3,2011,Saints,7,0,3,3,1/2/2011,1:00PM,H,V,V,T,10,VW
2895,201101020rav,17,Sun,2011-01-02,Bengals,0,0,0,7,2011,Ravens,3,3,7,0,1/2/2011,1:02PM,H,H,H,V,-6,HW
2896,201101020cle,17,Sun,2011-01-02,Steelers,14,17,7,3,2011,Browns,0,3,0,6,1/2/2011,1:02PM,VV,VV,V,H,32,VW
2897,201101020nwe,17,Sun,2011-01-02,Dolphins,0,0,0,7,2011,Patriots,14,10,14,0,1/2/2011,1:02PM,HH,HH,HH,V,-31,HW
2898,201101020kan,17,Sun,2011-01-02,Raiders,0,10,7,14,2011,Chiefs,3,0,7,0,1/2/2011,1:02PM,H,VV,T,VV,21,VW
2899,201101020nyj,17,Sun,2011-01-02,Bills,0,0,7,0,2011,Jets,3,14,7,14,1/2/2011,1:03PM,H,HH,T,HH,-31,HW
2900,201101020atl,17,Sun,2011-01-02,Panthers,0,0,3,7,2011,Falcons,14,7,10,0,1/2/2011,1:03PM,HH,H,H,V,-21,HW
2901,201101020det,17,Sun,2011-01-02,Vikings,0,0,7,6,2011,Lions,0,10,3,7,1/2/2011,1:03PM,T,HH,V,H,-7,HW
2902,201101020gnb,17,Sun,2011-01-02,Bears,0,3,0,0,2011,Packers,0,0,3,7,1/2/2011,4:15PM,T,V,H,H,-7,HW
2903,201101020htx,17,Sun,2011-01-02,Jaguars,0,17,0,0,2011,Texans,10,10,7,7,1/2/2011,4:15PM,HH,V,H,H,-17,HW
2904,201101020den,17,Sun,2011-01-02,Chargers,0,16,10,7,2011,Broncos,7,0,7,14,1/2/2011,4:15PM,H,VVV,V,H,5,VW
2905,201101020phi,17,Sun,2011-01-02,Cowboys,0,7,0,7,2011,Eagles,0,7,0,6,1/2/2011,4:15PM,T,T,T,V,1,VW
2906,201101020sfo,17,Sun,2011-01-02,Cardinals,0,7,0,0,2011,49ers,7,3,21,7,1/2/2011,4:15PM,H,V,HHH,H,-31,HW
2907,201101020clt,17,Sun,2011-01-02,Titans,3,3,14,0,2011,Colts,3,10,7,3,1/2/2011,4:16PM,T,H,V,H,-3,HW
2908,201101020was,17,Sun,2011-01-02,Giants,3,7,7,0,2011,Redskins,0,7,0,7,1/2/2011,4:16PM,V,T,V,H,3,VW
2909,201101020sea,17,Sun,2011-01-02,Rams,0,3,3,0,2011,Seahawks,7,0,3,6,1/2/2011,8:31PM,H,V,T,H,-10,HW
2910,201101080sea,100,Sat,2011-01-08,Saints,10,10,0,16,2011,Seahawks,7,17,10,7,1/8/2011,4:35PM,V,H,HH,VV,-5,HW
2911,201101080clt,100,Sat,2011-01-08,Jets,0,0,7,10,2011,Colts,0,7,3,6,1/8/2011,8:15PM,T,H,V,V,1,VW
2912,201101090kan,100,Sun,2011-01-09,Ravens,3,7,13,7,2011,Chiefs,7,0,0,0,1/9/2011,1:06PM,H,V,VV,V,23,VW
2913,201101090phi,100,Sun,2011-01-09,Packers,7,7,7,0,2011,Eagles,0,3,7,6,1/9/2011,4:40PM,V,V,T,H,5,VW
2914,201101150pit,200,Sat,2011-01-15,Ravens,14,7,0,3,2011,Steelers,7,0,14,10,1/15/2011,4:35PM,V,V,HH,H,-7,HW
2915,201101150atl,200,Sat,2011-01-15,Packers,0,28,14,6,2011,Falcons,7,7,0,7,1/15/2011,8:15PM,H,VVV,VV,H,27,VW
2916,201101160chi,200,Sun,2011-01-16,Seahawks,0,0,3,21,2011,Bears,14,7,7,7,1/16/2011,1:05PM,HH,H,H,VV,-11,HW
2917,201101160nwe,200,Sun,2011-01-16,Jets,0,14,0,14,2011,Patriots,3,0,8,10,1/16/2011,4:40PM,H,VV,HH,V,7,VW
2918,201101230chi,300,Sun,2011-01-23,Packers,7,7,0,7,2011,Bears,0,0,0,14,1/23/2011,3:05PM,V,V,T,H,7,VW
2919,201101230pit,300,Sun,2011-01-23,Jets,0,3,7,9,2011,Steelers,7,17,0,0,1/23/2011,6:41PM,H,HH,V,VV,-5,HW
2920,201102060pit,400,Sun,2011-02-06,Steelers,0,10,7,8,2011,Packers,14,7,0,10,2/6/2011,6:34PM,HH,V,V,H,-6,HW
2921,201109080gnb,1,Thu,2011-09-08,Saints,7,10,10,7,2011,Packers,21,7,7,7,9/8/2011,8:40PM,HH,V,V,T,-8,HW
2922,201109110ram,1,Sun,2011-09-11,Eagles,14,3,7,7,2011,Rams,7,3,3,0,9/11/2011,1:00PM,V,T,V,V,18,VW
2923,201109110rav,1,Sun,2011-09-11,Steelers,0,7,0,0,2011,Ravens,14,7,11,3,9/11/2011,1:05PM,HH,T,HH,H,-28,HW
2924,201109110htx,1,Sun,2011-09-11,Colts,0,0,0,7,2011,Texans,17,17,0,0,9/11/2011,1:05PM,HHH,HHH,T,V,-27,HW
2925,201109110jax,1,Sun,2011-09-11,Titans,0,0,7,7,2011,Jaguars,7,3,3,3,9/11/2011,1:05PM,H,H,V,V,-2,HW
2926,201109110chi,1,Sun,2011-09-11,Falcons,3,0,3,6,2011,Bears,10,6,14,0,9/11/2011,1:06PM,H,H,HH,V,-18,HW
